,Date,News,Label
1690,4-May-16,Lawyers Argue Bitcoin Needs Change in Money-Transmitting Laws,0
1691,16-May-16,Identity Startup Netki to Launch SSL Certificate for Blockchain,1
1692,16-May-16,The Top 5 Takeaways from CoinDesk’s State of Blockchain Q1 2016,1
1693,15-May-16,An Anatomy of Bitcoin's Great Scaling Debate,1
1694,15-May-16,Blockchain and the Race Towards Irrelevance,0
1695,14-May-16,Bitcoin Core is Seeking to Overhaul How it Upgrades its Code,1
1696,14-May-16,Why Out-of-Hospital Blockchains Matter,1
1697,13-May-16,Digital Currency Exchange Gatecoin Offline After Loss of Funds,1
1698,13-May-16,Taiwan Police Arrest Man Behind Alleged Bitcoin Trading Scam,0
1699,13-May-16,Bitcoin Price Stabilizes at $450 But Forecast Ahead Unclear,0
1700,11-May-16,State of Blockchain Q1 2016: Blockchain Funding Overtakes Bitcoin,1
1701,11-May-16,Four Genuine Blockchain Use Cases,1
1702,10-May-16,Mystery of Cryptsy's Collapse Grows as CEO's Whereabouts Unknown,0
1703,10-May-16,How Fidor Bank is Using Ethereum to Rethink Banking,0
1704,27-Apr-16,"Lost $136,000 in Bitcoin? This Mining Pool is Looking for You",1
1705,27-Apr-16,UK Government Could Track Student Loans and Grants with Blockchain,1
1706,27-Apr-16,Infosys Subsidiary Launches Blockchain Platform for Banks,0
1707,29-Apr-16,Deloitte Uses Facebook to Build Warranties on Bitcoin Blockchain,1
1708,29-Apr-16,Europe's Regulatory Blockchain Shift on Display at Private Parliament Event,1
1709,7-Jun-16,UAE Telecom Giant Du Sees 'Infinite' Potential for Blockchain,0
1710,25-May-16,Deloitte to Staff New Blockchain Lab With 50 Developers,0
1711,25-May-16,Spanish Police Seize 6 Bitcoin Mines in Crackdown on Stolen TV Content,1
1712,25-May-16,KeepKey Prepares for Bitcoin Scaling With Wallet Startup Acquisition,1
1713,19-May-16,Apache Foundation Founder Named Hyperledger Executive Director,0
1714,18-May-16,Judge Dismisses Mt Gox Class Action Lawsuit in Canada,1
1715,18-May-16,Public Opinion Split As The DAO Rakes in Ethereum Funding,0
1716,24-May-16,UAE's First Bitcoin Startup Shuts Down,1
1717,27-May-16,Kraken to Add DAO Trading as Critics Call for ‘Moratorium’,0
1718,27-May-16,Bitcoin Mining Firm KnCMiner Declares Bankruptcy,1
1719,27-May-16,Bitcoin Price Hits Six-Month High Amid 5% Surge,1
1720,27-May-16,US Congress Reps Receive Blockchain Briefing at Capitol Hill Event,1
1721,26-May-16,Lawyers Be DAMNed: Andreas Antonopoulos Takes Aim at Arbitration With DAO Proposal,1
1722,26-May-16,CFTC Grants Full Registration to Bitcoin Swaps Trading Platform,0
1723,3-Jun-16,Why This Ethereum Co-Founder Isn’t Launching a DAO,1
1724,3-Jun-16,Digital Currency 'Still on the Agenda' at Russian Central Bank,0
1725,2-Jun-16,"CFTC Fines Bitcoin Exchange Bitfinex $75,000 Over Trading Violations",1
1726,2-Jun-16,London School of Economics Paper Says Blockchain Could Reduce Custody Risks,1
1727,4-May-16,"Educating Regulators a Priority, Say Blockchain Policy Experts",0
1728,13-May-16,New York Police Win FinCEN Award for Bitcoin Investigation,1
1729,13-May-16,Bank of Japan Official: Central Banks Need to Watch Blockchain,1
1730,9-May-16,"After Months of Tests, the Big Bid to Scale Bitcoin is Nearing Launch",1
1731,8-May-16,Building a Better Bitcoin Fee Market,0
1732,8-May-16,What Investors Should Know Before Trading Ether,1
1733,7-May-16,How the Blockchain Can Avoid the Perils of Futurism,0
1734,26-Apr-16,How Barclays Used R3's Tech to Build a Smart Contracts Prototype,0
1735,26-Apr-16,Vote Moves Europe Closer to AML Policy for Digital Currency Exchanges,0
1736,29-Mar-16,MIT Digital Currency Initiative Announces $100k in Diversity and Inclusion Scholarships for Consensus 2016,0
1737,29-Mar-16,DTCC to Use Digital Asset Tech for Blockchain Post-Trade Trial,0
1738,6-Jun-16,Bitcoin Developers Meet in Zürich for High-Stakes Code Review,0
1739,6-Jun-16,Bitcoin Exchanges Could Face New Regulations in the Philippines,1
1740,18-May-16,Nasdaq Explores How Blockchain Could Fuel Solar Energy Market,0
1741,18-May-16,‘Blockchain Revolution’ Comes to Wall Street at Nasdaq Event,1
1742,18-May-16,On Blockchain Disillusionment and Bitcoin's Big Bad Wolves,1
1743,18-May-16,Former State Street Blockchain Lead Launches Post-Trade Startup,1
1744,25-May-16,Japan Enacts Regulation for Digital Currency Exchanges,0
1745,25-May-16,Blockchain Startup Develops Identity App with Major Airline IT Firm,0
1746,24-May-16,Coinbase Co-Founder: Ethereum Could ‘Blow Past’ Bitcoin,1
1747,24-May-16,Payment Processor Invests in Dubai-Based Bitcoin Startup,1
1748,24-May-16,Report: US Postal Service Could Create its Own Digital Currency,0
1749,23-May-16,5 Members of US National Guard Arrested for Alleged Bitcoin Scam,1
1750,1-Jun-16,Prenup Built in Ethereum Smart Contract Rethinks Marriage Obligations,1
1751,1-Jun-16,Abu Dhabi Regulators Seek Blockchain Startups for FinTech Sandbox,0
1752,1-Jun-16,Industry Observers Say Coinbase's Ethereum Embrace a ‘No Brainer',0
1753,2-Jun-16,Coinbase and ARK Invest Report Argues Bitcoin is a New Kind of Asset Class,1
1754,2-Jun-16,EU Watchdog: Distributed Ledgers Still Face Key Challenges,0
1755,2-Jun-16,R3 Adds Life Insurance Firm AIA to Blockchain Consortium,1
1756,1-Jun-16,Blockchain Evangelists Plot Retreat to Richard Branson's Island,1
1757,26-Apr-16,Brave’s Bitcoin Browser ‘Full Steam Ahead’ Despite Publisher Uproar,1
1758,26-Apr-16,Gem Partners With Philips for Blockchain Healthcare Initiative,0
1759,25-Apr-16,Bitstamp Could Face 'Bumpy' Road in Europe Despite New License,1
1760,6-Jun-16,90 Central Banks Seek Blockchain Answers at Federal Reserve Event,1
1761,6-Jun-16,Bitcoin ATM Network Acquires Exchange Startup,1
1762,6-Jun-16,Class Action Lawsuit Resumes Against Bankrupt Bitcoin Miner KnC,1
1763,6-Jun-16,Why the CFTC Bitfinex Enforcement Actually Benefits Bitcoin Exchanges,1
1764,5-Jun-16,Bitcoin Price Nears $600 Amid Sustained Market Rally,1
1765,5-Jun-16,"From Seeds to Weed, Bitcoin Finds Home Where Commerce Goes Gray",1
1766,23-May-16,Swedish Court Rules Against KnCMiner Mining Hardware Customers,1
1767,23-May-16,The Father of Futarchy Has an Idea to Reshape DAO Governance,1
1768,23-May-16,Dubai Government to Sponsor Upcoming Digital Currency Conference,0
1769,22-May-16,The DAO is a New Dow,1
1770,22-May-16,Determining Jurisdiction When a DAO is Sued,1
1771,21-May-16,"Blockchain's Big Innovation is Trust, Not Money",1
1772,1-Jun-16,R3 Publishes Vitalik Buterin Report on Ethereum for Banks,0
1773,4-May-16,Implementing Blockchain: Who Are You Going to Call?,0
1774,4-May-16,"Blockchain Employment Startup Wins $10,000 at Consensus 2016",1
1775,4-May-16,Dueling Blockchain Visions Face Off in Consensus 2016 Day Two Finale,1
1776,3-May-16,21 Inc Unveils Plan to Make Every Computer a Bitcoin Computer,1
1777,3-May-16,Larry Summers: Blockchain Can Succeed Without Bitcoin,1
1778,3-May-16,Shoot for the Moon or Take It Slow? Tech Giants Talk Blockchain,0
1779,3-May-16,"What's Encouraging Blockchain R&D? Barclays, Citi and More Weigh In",0
1780,13-May-16,Japan's TechBureau Raises $6.5 Million for Bitcoin and Blockchain Services,1
1781,12-May-16,Capgemini to Develop Blockchain Loyalty Tech Amid ‘Aggressive’ Hiring,1
1782,25-Apr-16,Why Your Business Needs a Blockchain Czar,0
1783,25-Apr-16,UK Treasury Won't Seek AML Rules for Bitcoin Wallet Providers,1
1784,25-Apr-16,Bitcoin Hits Four-Month High in Push Past $460,0
1785,25-Apr-16,SBI Leads Japanese Bitcoin Exchange’s $27 Million Series C,1
1786,25-Apr-16,DARPA Seeks Blockchain Messaging System for Battlefield Use,0
1787,17-May-16,Deloitte Demos Blockchain Use Case for Art Industry,1
1788,17-May-16,Vermont is Close to Passing a Law That Would Make Blockchain Records Admissible in Court,1
1789,17-May-16,Tendermint Exploring Possible Public Blockchain Launch,1
1790,1-Jun-16,Barclays Blockchain Veteran Departs Bank for FinTech Consultancy,0
1791,1-Jun-16,"A16z, USV Lead $1.5 Million Round for Blockchain Startup Mediachain",1
1792,3-May-16,Craig Wright 'Will Move Bitcoin' to Prove He's Satoshi Nakamoto,1
1793,3-May-16,Settlement Experts Predict Three Fates for Blockchain at Consensus 2016,1
1794,17-May-16,Confused By Blockchain? Separating Revolution from Evolution,1
1795,16-May-16,Bitcoin Price Tests $460 But Fails at Upward Climb,1
1796,16-May-16,Presidential Cybersecurity Panel Hears Blockchain Testimony By IBM,0
1797,31-May-16,R3 Meets Obama Advisors at DC Blockchain Event,1
1798,31-May-16,Intel to Develop Blockchain Projects at New Innovation Lab in Israel,0
1799,31-May-16,Microsoft to Develop Identity Platform for Multiple Blockchains,1
1800,31-May-16,Japan’s Trade Ministry: Government Should Promote Blockchain Use Cases,0
1801,31-May-16,Will Ethereum Beat Bitcoin to Mainstream Microtransactions?,0
1802,31-May-16,Smart Dubai Director Sees Blockchain as Key to Connected Cities,1
1803,30-May-16,Dubai's Global Blockchain Council Unveils First Pilot Projects,1
1804,16-May-16,Bitcoin Startup Blockchain Releases Code for 'Thunder' Payment Channels,1
1805,16-May-16,R3 Bank Partner Northern Trust Details Four Internal Blockchain Tests,1
1806,16-May-16,Gatecoin Claims $2 Million in Bitcoins and Ethers Lost in Security Breach,0
1807,16-Jun-16,Bitcoin Price Passes $750 to Hit 28-Month High,0
1808,16-Jun-16,Sweden Tests Blockchain Smart Contracts for Land Registry,1
1809,10-Jun-16,Why Singularity University’s CEO Believes Blockchain Has Gone 'Exponential',0
1810,28-Jun-16,Multiple Bidders Claim $16 Million in Australian Bitcoin Auction,1
1811,27-Jun-16,ItBit Explores Adding Ether to Bitcoin Exchange,1
1812,27-Jun-16,Bid to Blacklist The DAO Attacker Advances With Ethereum Soft Fork Vote,0
1813,21-Jun-16,Coinbase Co-Founder Cautions Against Ethereum Hard Fork,1
1814,21-Jun-16,Finnish City Awarded €2.4 Million to Test Blockchain-Powered Shipping,1
1815,21-Jun-16,Euroclear to Develop Blockchain Gold Settlement System,0
1816,21-Jun-16,Post-Trade Blockchain Startup in Limbo After Raising $10 Million,1
1817,21-Jun-16,What We Can Learn From The DAO,1
1818,20-Jun-16,Investor Tim Draper is Still Buying Bitcoin and Now Owns Ether,1
1819,20-Jun-16,Why the Wrong Response to The DAO Attack Could Kill Ethereum,0
1820,20-Jun-16,The Man Who Claims to Be Bitcoin's Creator is Seeking Blockchain Patents,1
1821,20-Jun-16,Deloitte Blockchain Leads Depart to Launch New Startup,1
1822,20-Jun-16,Bitcoin Foundation Names South African Investor as New Director,1
1823,20-Jun-16,$19 Million in Bitcoin Hits the Auction Block in Australia,1
1824,19-Jun-16,"With Blockchain, Where There's Smoke, There's Usually More Smoke",0
1825,23-Jun-16,Blockchain Startup Circle Raises $60 Million Amid China Expansion,1
1826,23-Jun-16,Ether Prices Fluctuate Wildly Amid Ethereum Fork Concerns,0
1827,22-Jun-16,Cornell Professor Calls for 'DAO 2.0' Movement,1
1828,22-Jun-16,ASX Buys Bigger Stake in Blockchain Startup DAH,1
1829,24-Jun-16,31 Chinese Firms Form Financial Blockchain Consortium,1
1830,14-Jun-16,Self-Fulfilling Prophecy or Positive Feedback Loop? Bitcoin Traders Question Price Rally,1
1831,13-Jun-16,5 Factors Experts Say Drove Bitcoin's Rise to $700,1
1832,13-Jun-16,PwC to Investigate Blockchain's Potential in Wholesale Insurance,0
1833,13-Jun-16,ChangeTip Struggles to Sell Assets After Airbnb Acqui-Hire,0
1834,13-Jun-16,New York Regulators Grant Second BitLicense to Ripple,0
1835,16-Jun-16,Bank of Canada Demos Blockchain-Based Digital Dollar,1
1836,15-Jun-16,"After Two-Year High, Will Bitcoin's Price Rise or Fall?",1
1837,15-Jun-16,Microsoft Launches Blockchain Fabric to Help Enterprises Form Consortia,1
1838,15-Jun-16,IMF Economist Examines Bitcoin Blockchain's Role in Banking,1
1839,15-Jun-16,Allianz Tests Blockchain to Boost Catastrophe Bond Trades,1
1840,10-Jun-16,NFL Star Accuses Ex-Manager of Stealing $3 Million for Bitcoin Mine,1
1841,27-Jun-16,How the 'Brexit' Could Impact the UK's Blockchain Influence,0
1842,27-Jun-16,Ex-JPMorgan Strategist: Euro Collapse Will Fuel Bitcoin's Growth,0
1843,27-Jun-16,Bitcoin Exchange Raises $16 Million in Ongoing Series A Funding,1
1844,26-Jun-16,Why Focusing on Bitcoin's Customer Experience Matters,0
1845,26-Jun-16,Fixing Bitcoin's Big UX Problem,1
1846,25-Jun-16,Understanding The DAO Attack,0
1847,25-Jun-16,Ethereum for the Overwhelmed Layman,1
1848,8-Jul-16,What to Expect When the Bitcoin Halving Happens,1
1849,19-Jun-16,Blockchain and Payments Infrastructure: A Regulator’s Dilemma?,0
1850,22-Jun-16,DAO Debacle Escalates: Attacker Counter-Attacks Ethereum Developers,1
1851,22-Jun-16,US Regulators Recommend Oversight for Bitcoin and Distributed Ledgers,0
1852,22-Jun-16,Hyperledger Blockchain Project Grows to 44 Members,1
1853,22-Jun-16,Ripple Adds 7 New Financial Institutions as Tech Partners,0
1854,24-Jun-16,BNP Paribas Lab to Focus on Distributed Ledgers,0
1855,24-Jun-16,CoinDesk’s Ethereum Research Report Now Available,0
1856,24-Jun-16,The DAO Shows Blockchain Can't Code Away Social Problems,1
1857,24-Jun-16,Bitcoin Price Spikes to $650 as Outlook Shifts for ‘Brexit’,1
1858,23-Jun-16,Survey: Blockchain Capital Markets Spending to Reach $1 Billion in 2016,1
1859,13-Jun-16,White House Fuels Growing Blockchain Interest on Capitol Hill,1
1860,13-Jun-16,Why Central Banks Will Fail at Digital Currency,0
1861,13-Jun-16,21 Inc Open-Sources Bitcoin Software for Machine Payments,1
1862,12-Jun-16,What is the 'Halving'? A Primer to Bitcoin's Big Mining Change,1
1863,15-Jun-16,CPA Trade Association Pushes IRS for Bitcoin Tax Guidance,1
1864,14-Jun-16,Ether Hits Record Highs as Price Decouples From Bitcoin,1
1865,14-Jun-16,Security Pioneer John McAfee Adds Blockchain Experts to Advisory Board,0
1866,14-Jun-16,'Blockchain-Friendly’ Bill Moves Forward in North Carolina,1
1867,14-Jun-16,Leaderless DAO Put to the Test Following Ethereum Vulnerability,1
1868,14-Jun-16,Bitcoin Investment Vehicle Resumes Nasdaq Trading After Acquisition,1
1869,10-Jun-16,IBM’s New Watson Centre Merges Blockchain With AI,1
1870,9-Jun-16,Bitcoin Exchange Owner Extradited Following Cybercrime Indictment,1
1871,9-Jun-16,"Ransomware Concerns Prompt UK Businesses to Buy Bitcoins, Survey Finds",1
1872,9-Jun-16,US Blockchain Businesses Push for Alternative to State-By-State Licensing,1
1873,9-Jun-16,New Details Emerge on Bitcoin Firm Avalon's $466 Million Pending Sale,1
1874,9-Jun-16,Will The DAO Become Ethereum's Mt Gox?,0
1875,8-Jun-16,BlockCypher Releases Ethereum API Toolkit for Developers,1
1876,8-Jun-16,Maker of First Bitcoin Mining ASIC Acquired in What Could Be Industry's Largest Sale,1
1877,18-Jun-16,The DAO: An Analysis of the Fallout,1
1878,24-Jun-16,Bitcoin Rollercoaster Rides Brexit As Ether Price Holds Amid DAO Debacle,1
1879,24-Jun-16,"Needham: 'Brexit' Boosts Bitcoin Price, But Too Early to Call it a Safe Haven",1
1880,24-Jun-16,Blockchain Startup Everledger Joins MasterCard Incubator,0
1881,2-Jul-16,Controlling the Perception that Bitcoin is Broken,1
1882,6-Jul-16,McKinsey Report Weighs Blockchain Impact on Insurance Industry,1
1883,8-Jul-16,US Exchange Regulator FINRA Cites Bitcoin in Annual Risk Assessment,1
1884,8-Jul-16,"At $400 Million a Year, Academic Argues Bitcoin Mining Worth the Cost",1
1885,11-Jul-16,Bitcoin Investment Trust and Genesis Trading Settle With SEC,1
1886,11-Jul-16,"'Sin' Activities No Longer Drive Bitcoin Economy, Researchers Find",0
1887,11-Jul-16,SEC Opens Winklevoss Bitcoin Trust Filing for Public Comment,1
1888,22-Jun-16,What Ethereum's DAO Disaster Means for Bitcoin Development,1
1889,22-Jun-16,Circle Execs: The DAO Proves Blockchains Require Trust,1
1890,22-Jun-16,7 Financial Firms to Build Post-Trade Blockchain for Small Businesses,1
1891,23-Jun-16,Ex-Ethereum CEO: Foundation Should Not Intervene to Save The DAO,0
1892,23-Jun-16,Dutch Central Bank Presents Results of Cryptocurrency Experiments,1
1893,23-Jun-16,Toyota Financial Services Joins R3 Consortium,1
1894,12-Jun-16,The King of Swamp Castle,1
1895,11-Jun-16,Is Bitcoin's Price Performance Drawing Mainstream Traders?,1
1896,10-Jun-16,US Government Awards $600k in Grants for Blockchain Projects,0
1897,10-Jun-16,One of Japan's Largest Banks is Downplaying its Rumored Digital Currency Plans,0
1898,8-Jun-16,Realtor-Backed Incubator Invests in Ethereum Identity Startup,1
1899,18-Jun-16,Why The DAO Attack is Good for Ethereum,0
1900,29-Jun-16,Why Ethereum Needs 'Dumb' Contracts,0
1901,29-Jun-16,This A16z Startup is Building a 'Virtual Galaxy' for Bitcoin Nodes,1
1902,29-Jun-16,Specter of Ethereum Hard Fork Worries Australian Banking Group,1
1903,29-Jun-16,Chinese Yuan Devaluation Fails to Fuel Bitcoin Price Rally,1
1904,29-Jun-16,Bitcoin Impact Unlikely as Chinese Legislators Draft 'Virtual Property' Law,1
1905,28-Jun-16,New Vulnerability May Prevent Ethereum Soft Fork,0
1906,28-Jun-16,The Inventor of the Merkle Tree Wants DAOs to Rule the World,0
1907,6-Jul-16,Evaluating the EU's New Definition for Virtual Currencies,1
1908,6-Jul-16,Internet Watch Foundation Partners to Stop Illicit Bitcoin Use,0
1909,6-Jul-16,"As Bitcoin Halving Approaches, 51% Attack Question Resurfaces",1
1910,8-Jul-16,Bitcoin Exchanges Weigh Impact As Vogogo Moves to Shutter Payments Service,1
1911,7-Jul-16,Bitcoin Remittance Startup Freemit to Close Amid Funding Shortfall,1
1912,7-Jul-16,UK Government Trials Blockchain Welfare Payments System,1
1913,7-Jul-16,Mitsubishi UFJ Invests in Bitcoin Startup Coinbase,1
1914,7-Jul-16,Myanmar Microfinance Firm Trials Blockchain,1
1915,11-Jul-16,Belgian Regulators Issue Warning About OneCoin Investment Scheme,0
1916,11-Jul-16,Bitcoin Price Climbs Over 50% in First Half of 2016,1
1917,11-Jul-16,Bitcoin Scaling Event Set for Third Installment in Italy,1
1918,10-Jul-16,US Department of Homeland Security Talks Blockchain R&D,1
1919,9-Jul-16,Live Blog: Bitcoin Halving 2016,1
1920,9-Jul-16,How Distributed Ledgers Impact Post-Trade in a Dodd-Frank World,1
1921,8-Jul-16,Bitcoin Prices Volatile in $600s As Traders Await Halving,1
1922,8-Jul-16,"Regulators, Legislators Join Blockchain Leaders at Bretton Woods Retreat",0
1923,8-Jul-16,The CoinDesk Guide to Bitcoin Halving Parties,1
1924,21-Jun-16,Bitcoin Price Plunges Below $700 As Market Outlook Weakens,0
1925,21-Jun-16,Ethereum Developers Launch White Hat Counter-Attack on The DAO,1
1926,23-Jun-16,Poland to Explore Blockchain Tech in Government Digitization Effort,1
1927,8-Jun-16,Banking Trade Group BAFT Seeks Bigger Role in Blockchain Policy,0
1928,17-Jun-16,How to Sue The DAO Hacker,0
1929,17-Jun-16,Tumultuous Week Fuels 30% Gain in Bitcoin and Ether Prices,0
1930,2-Jul-16,Political Party Envisions How Blockchain Could Enable Brexit Revote,0
1931,5-Jul-16,Uber Argentina Enlists Bitcoin Partner in Fight to Continue Service,1
1932,5-Jul-16,European Union Adopts Tighter Bitcoin Controls Amid Terrorism Crackdown,1
1933,5-Jul-16,"At W3C Event, Industry Seeks to Weave Blockchains into New Web",0
1934,5-Jul-16,Donald Trump Presidency Could Be a Boost to Bitcoin,1
1935,5-Jul-16,Dutch Central Bank to Open Blockchain Campus,0
1936,5-Jul-16,The Bitcoin Halving Will Trigger a Fear of Missing Out,1
1937,5-Jul-16,Blockchain Identity Startup Netki Raises $3.5 Million,1
1938,7-Jul-16,Bitcoin Halving 2016: Will the Price Rise or Fall?,1
1939,7-Jul-16,Bitfury Releases Proposal for Bitcoin Lightning Micropayments Routing,1
1940,7-Jul-16,Why Blockchain Immutability is a Perpetual Motion Claim,1
1941,6-Jul-16,US Government Issues Call for Blockchain Healthcare Research,0
1942,6-Jul-16,North Carolina Governor Signs Bitcoin Bill Into Law,1
1943,8-Jul-16,Bitcoin Industry Seeking to Bridge Scaling Divide at July Meeting,1
1944,18-Jul-16,'No Scaling Agreements' Planned for July Bitcoin Miner-Developer Event,1
1945,18-Jul-16,ISITC Europe Proposes 10 Blockchain Standards Benchmarks,0
1946,17-Jul-16,Will the Brexit and China Continue to Influence Bitcoin Prices?,1
1947,16-Jul-16,Why Bitcoin's Halving Was a Boring Vindication,1
1948,15-Jul-16,Ether Prices Spike Above $12 Amid Build Up to Hard Fork,0
1949,23-Jun-16,Mizuho Tests Digital Currency-Powered Settlement,0
1950,23-Jun-16,Colu Raises $9.6 Million to Promote Blockchain-Based Local Currencies,0
1951,23-Jun-16,Bitcoin Price Drops Below $600 As ‘Brexit’ Hopes Falter,1
1952,8-Jun-16,Bitcoin Prices Soar in May: Analyzing the Market's Second Best Month of 2016,0
1953,17-Jun-16,"Bank of England Explores Blockchain, Says Digital Currency is Far Off",1
1954,28-Jun-16,Siemens to Invest in Blockchain Startups,0
1955,28-Jun-16,North Carolina Senate Approves Bitcoin Bill,0
1956,28-Jun-16,Presidential Candidate Hillary Clinton Pledges Support for Blockchain,0
1957,28-Jun-16,Brazil's Banco Bradesco Joins R3 Consortium,0
1958,28-Jun-16,IBM Opens Blockchain Garage in New York City,0
1959,28-Jun-16,Kraken Acquires Dutch Bitcoin Exchange CleverCoin,1
1960,1-Jul-16,Silk Road Agent May Have Stolen More Bitcoin After Guilty Plea,1
1961,1-Jul-16,Russian Finance Firms Form Blockchain Consortium,0
1962,1-Jul-16,ICAP is Building a Blockchain 'Rosetta Stone' to Enhance its Post-Trade Process,0
1963,15-Jul-16,UK Parliament Hearing to Highlight Government Blockchain Applications,0
1964,15-Jul-16,Why SAP is Quietly Playing Test-and-See With Blockchain,0
1965,15-Jul-16,CME Exec: Bitcoin ETFs Signal Digital Asset Maturity,0
1966,15-Jul-16,BNP's Ex-Blockchain Lead is Now Coding Smart Contracts for Clearinghouses,1
1967,17-Jun-16,"The DAO is Dead, Devs Say. But Can Anyone Decide its Fate?",0
1968,17-Jun-16,Bank of Canada Deputy Governor: Cooperation Needed to Advance Distributed Ledgers,1
1969,17-Jun-16,Will Ethereum Fork? DAO Attack Prompts Heated Debate,0
1970,17-Jun-16,The DAO Attacked: Code Issue Leads to $60 Million Ether Theft,1
1971,26-Jul-16,Has Ethereum's Hard Fork Created a New Kind of Double Spend?,1
1972,25-Jul-16,Ethereum's Tale of Two Chains,1
1973,10-Aug-16,15 R3 Members Trial Distributed Ledger Tech for Trade Finance,0
1974,10-Aug-16,"Bank of America, HSBC Unveil Blockchain Supply Chain Project",1
1975,10-Aug-16,"Bitcoin Sales Are Currency Transactions, Russia's Tax Office Says",0
1976,30-Jun-16,Abra Launches Blockchain Remittance App in US,0
1977,30-Jun-16,"As Block Size Debate Flares, Bitcoin Scaling Solution Enters Next Phase",0
1978,30-Jun-16,"Citi: Bitcoin is an Opportunity for Banks, Not a Threat",0
1979,30-Jun-16,"Outside the Spotlight, Stellar is Pulling Banks Into Orbit",0
1980,30-Jun-16,5 Takeaways from CoinDesk’s 'Understanding Ethereum' Report,0
1981,30-Jun-16,IBM Completes Blockchain Identity Trial With Crédit Mutuel,1
1982,29-Jun-16,Winklevoss Bitcoin Trust Moves Filing to BATS Exchange,1
1983,29-Jun-16,"For Ether Investors, All Eyes Remain on Divisive Fork Debate",1
1984,3-Jul-16,Why a 1MB Block Size May Be Right for Bitcoin Today,0
1985,3-Jul-16,Rethinking Bitcoin's $10 Billion Market Cap,0
1986,20-Jul-16,Mizuho to Conduct Blockchain Payments Trial With Ripple,1
1987,20-Jul-16,Europol Hosts Digital Currency Conference for Law Enforcement,0
1988,19-Jul-16,How to Follow the Ethereum Hard Fork as it Happens,0
1989,19-Jul-16,UK Legislators Cast Critical Eye on Bitcoin and Blockchain,1
1990,19-Jul-16,South Africa's Banks Are Going DIY to Test Ethereum's Blockchain,0
1991,22-Jul-16,Bitcoin Developers Warn Ethereum Fork Sets Unsettling Precedent,1
1992,22-Jul-16,"So, You Want to Use a Blockchain for That?",1
1993,22-Jul-16,Bitcoin Ponzi Scheme Operator Sentenced to 18 Months in Prison,1
1994,17-Jun-16,Ether Prices Pass $20 Milestone in Network First,0
1995,16-Jun-16,Customers Sue Alleged Crypto Ponzi Scheme GAW Miners,0
1996,16-Jun-16,Only a Test: Bank of Canada Comments on CAD-Coin Trial,1
1997,25-Jul-16,"In Rejecting Bitcoin as Money, Florida Court Sets Likely Precedent",1
1998,25-Jul-16,Alternative Ethereum Blockchain Gains Support as Price Declines,0
1999,25-Jul-16,Gibraltar Stock Exchange to List Bitcoin Investment Product,1
2000,25-Jul-16,PwC FinTech Lead Joins Blockchain Startup Libra,0
2001,24-Jul-16,Ethereum Hard Fork Creates Competing Currencies,0
2002,24-Jul-16,Why the Buy-Side Should Get Off the Blockchain Sidelines,1
2003,23-Jul-16,New Digital Currency Steem Provokes Doubt of Market Observers,0
2004,23-Jul-16,Bitcoin: The Trust Anchor in a Sea of Blockchains,1
2005,22-Jul-16,"Moody's Clients Working on 120 Blockchain Projects, Report Shows",0
2006,22-Jul-16,Ether Withdrawals Slow as Millions in DAO Funds Remain Unclaimed,1
2007,31-Jul-16,The Three Value Propositions of Ethereum Classic,1
2008,31-Jul-16,Are Bitcoin and Gold Prices Correlated?,1
2009,30-Jul-16,Bitcoin Testing Matures as Global Universities Join BSafe Network,0
2010,29-Jul-16,Rise of Replay Attacks Intensifies Ethereum Divide,1
2011,29-Jul-16,Zcash Delays Untraceable Cryptocurrency for Additional Audits,1
2012,29-Jul-16,French Minister to Speak at 'Parliamentary Blockchain Forum' in Paris,0
2013,29-Jul-16,Philips Healthcare's Blockchain Lead is Leaving Next Month,0
2014,2-Aug-16,Bitfinex Offline as Customer Bitcoin Reported Stolen,1
2015,2-Aug-16,Bitcoin Smart Contract ‘Federation’ to Launch With 25 Startups,1
2016,2-Aug-16,PwC Blockchain Project Creates Living Audit for Wholesale Insurance,0
2017,2-Aug-16,Digital Asset Holdings Staffs Up With Eight New Hires,0
2018,2-Aug-16,Thomson Reuters Joins R3 Blockchain Consortium,0
2019,9-Aug-16,Bitcoin Price Eyes $600 as Trader Optimism Returns,1
2020,9-Aug-16,Police Officer Pleads Guilty to Selling Stolen Bitcoin Mining Hardware,1
2021,9-Aug-16,Bitfinex Examined: Inside the Troubled Bitcoin Exchange's History,0
2022,9-Aug-16,Dubai Government Seeks Blockchain Projects for Startup Fund,0
2023,9-Aug-16,UK Gambling Regulator Clarifies Digital Currency Rules,0
2024,4-Aug-16,Barclays Collaboration Sets Forth Vision for Smart Contracts Future,0
2025,14-Jul-16,IBM Unveils New Cloud Blockchain Security Service,0
2026,13-Jul-16,Russian Political Party to Accept Bitcoin Donations,1
2027,14-Jul-16,Samsung SDS Invests in Blockchain Startup,1
2028,14-Jul-16,More Updates to Japan's Payment Rules for Virtual Currencies May Be on the Way,0
2029,14-Jul-16,OpenBazaar 2.0: How Bitcoin’s Free Market eBay Plans to Go Global,0
2030,14-Jul-16,Report: Mt Gox CEO Mark Karpeles Released On Bail,0
2031,19-Jul-16,Where Will Bitcoin Prices Go Post-Halving?,1
2032,19-Jul-16,Russian Regulator Intends to Allow Bitcoin Buying and Selling Abroad,1
